"filename", "language", "Dart", "YAML", "Markdown", "Ruby", "C++", "Groovy", "Properties", "XML", "JSON", "Swift", "HTML", "Shell Script", "comment", "blank", "total"
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/recipes/recipes.dart", "Dart", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 46
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/recipes/views/recipe_content_view.dart", "Dart", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 85
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/recipes/views/recipe_list_view.dart", "Dart", 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 98
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/recipes/views/recipe_response_view.dart", "Dart", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 14, 77
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/recipes/views/recipe_view.dart", "Dart", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 62
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/recipes/views/search_box.dart", "Dart", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 46
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/styles/styles.dart", "Dart", 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 238
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/suggestions/suggestions.dart", "Dart", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 46
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/vertex/vertex.dart", "Dart", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 45
"/Users/csells/Code/Other/flutter_ai_toolkit/example/lib/welcome/welcome.dart", "Dart", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 46
"/Users/csells/Code/Other/flutter_ai_toolkit/example/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 5, 24
"/Users/csells/Code/Other/flutter_ai_toolkit/example/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/csells/Code/Other/flutter_ai_toolkit/example/linux/main.cc", "C++", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/csells/Code/Other/flutter_ai_toolkit/example/linux/my_application.cc", "C++", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 17, 26, 125
"/Users/csells/Code/Other/flutter_ai_toolkit/example/linux/my_application.h", "C++", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 4, 27
"/Users/csells/Code/Other/flutter_ai_toolkit/example/macos/Podfile", "Ruby", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 44
